description,address,type,price,size,bedrooms,bathrooms,parking_spaces,modo
"SQS 204 Bloco C, ASA SUL, BRASILIA",,Aluguel Apartamento 91 m²,5.900,91 m²,3 Quartos,,1 Vaga,aluguel
"QI 4 AREA CENTRAL, GUARA I, GUARA",,Aluguel Apartamento 55 m²,2.000,55 m²,2 Quartos,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,Aluguel Sala 1113 m²,51.193,1113 m²,,,24 Vagas,aluguel
"SAUS Quadra 05 Bloco N Lote 02, ASA SUL, BRASILIA",,Aluguel Sala 25 m²,900,25 m²,,,,aluguel
"SHIS QI 11 Conjunto 3, LAGO SUL, BRASILIA",,Aluguel Casa 700 m²,25.000,700 m²,4 Quartos,,4 Vagas,aluguel
"QMSW 5, SUDOESTE, BRASILIA",,Aluguel Apartamento 30 m²,2.800,30 m²,1 Quarto,,1 Vaga,aluguel
"Avenida São Sebastião, CENTRO, SAO SEBASTIAO",,Aluguel Loja 120 m²,3.900,120 m²,,,,aluguel
"SHS Quadra 06 Conjunto A Bloco E, ASA SUL, BRASILIA",,Aluguel Loja 389 m²,25.000,389 m²,,,,aluguel
"QS 5 Rua 300, AREAL, AGUAS CLARAS",,Aluguel Apartamento 65 m²,1.900,65 m²,3 Quartos,,1 Vaga,aluguel
"SDN Lote Único, ASA NORTE, BRASILIA",,Aluguel Sala 45 m²,2.500,45 m²,,,,aluguel
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",,Aluguel Sala 34 m²,1.300,34 m²,,,,aluguel
"SCN Quadra 02 Bloco D, ASA NORTE, BRASILIA",,Aluguel Sala 37 m²,2.400,37 m²,,,1 Vaga,aluguel
"CLN 113 Bloco D, ASA NORTE, BRASILIA",,Aluguel Loja 55 m²,1.950,55 m²,,,,aluguel
"CA 11, LAGO NORTE, BRASILIA",,Aluguel Sala 24 m²,1.200,24 m²,,,1 Vaga,aluguel
"QC 6, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Apartamento 50 m²,1.850,50 m²,2 Quartos,,1 Vaga,aluguel
"Alameda Gravatá Quadra 301, NORTE, AGUAS CLARAS",,Aluguel Loja 114 m²,5.800,114 m²,,,,aluguel
"QS 111 Conjunto I, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 30 m²,450,30 m²,1 Quarto,,,aluguel
"Rua 37, SUL, AGUAS CLARAS",,Aluguel Apartamento 56 m²,2.800,56 m²,2 Quartos,,1 Vaga,aluguel
"Condomínio Belvedere Green, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 600 m²,7.500,600 m²,4 Quartos,,4 Vagas,aluguel
"SEPN 514, ASA NORTE, BRASILIA",,Aluguel Prédio 6360 m²,520.000,6360 m²,,,146 Vagas,aluguel
"SQSW 102 Bloco I, SUDOESTE, BRASILIA",,Aluguel Apartamento 182 m²,8.800,182 m²,4 Quartos,,2 Vagas,aluguel
"SHIS QI 5, LAGO SUL, BRASILIA",,Aluguel Casa 586 m²,18.650,586 m²,4 Quartos,,4 Vagas,aluguel
"SAUS Quadra 5, ASA SUL, BRASILIA",,Aluguel Prédio 4862 m²,250.000,4862 m²,,,56 Vagas,aluguel
"Rua MANACA, NORTE, AGUAS CLARAS",,Aluguel Loja 304 m²,27.500,304 m²,,,,aluguel
"SHTN Trecho 1, ASA NORTE, BRASILIA",,Aluguel Apartamento 73 m²,6.000,73 m²,2 Quartos,,2 Vagas,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,Aluguel Sala 30 m²,1.000,30 m²,,,1 Vaga,aluguel
"Rua 7, METROPOLITANA, NUCLEO BANDEIRANTE",,Aluguel Loja 84 m²,1.200,84 m²,,,,aluguel
"SHIN QI 7 Conjunto 2, LAGO NORTE, BRASILIA",,Aluguel Casa 800 m²,18.000,800 m²,7 Quartos,,9 Vagas,aluguel
"QN 320 Conjunto 8, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Loja 196 m²,3.900,196 m²,,,1 Vaga,aluguel
"Quadra 1, SETOR INDUSTRIAL, CEILANDIA",,Aluguel Lote/Terreno/Área 700 m²,2.000,700 m²,,,,aluguel
"SQS 207, ASA SUL, BRASILIA",,Aluguel Apartamento 164 m²,8.400,164 m²,3 Quartos,,1 Vaga,aluguel
"QI 5 Bloco O, GUARA I, GUARA",,Aluguel Apartamento 82 m²,2.980,82 m²,3 Quartos,,1 Vaga,aluguel
"SQS 413 Bloco C, ASA SUL, BRASILIA",,Aluguel Apartamento 56 m²,5.000,56 m²,2 Quartos,,,aluguel
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",,Aluguel Casa 610 m²,19.500,610 m²,4 Quartos,,2 Vagas,aluguel
"SHIS QI 23 Conjunto 3, LAGO SUL, BRASILIA",,Aluguel Casa Condominio 450 m²,23.000,450 m²,4 Quartos,,7 Vagas,aluguel
"SQS 311, ASA SUL, BRASILIA",,Aluguel Apartamento 148 m²,10.000,148 m²,3 Quartos,,1 Vaga,aluguel
"QS 5 Rua 400, AREAL, AGUAS CLARAS",,Aluguel Apartamento 60 m²,3.400,60 m²,2 Quartos,,1 Vaga,aluguel
"CLNW 2/3, NOROESTE, BRASILIA",,Aluguel Apartamento 54 m²,4.500,54 m²,2 Quartos,,1 Vaga,aluguel
"Condomínio Residencial Monaco, JARDIM BOTANICO, BRASILIA",,Aluguel Casa 138 m²,3.200,138 m²,3 Quartos,,5 Vagas,aluguel
"QS 7 Rua 820, AREAL, AGUAS CLARAS",,Aluguel Loja 500 m²,25.000,500 m²,,,7 Vagas,aluguel
"QE 34 Conjunto H, GUARA II, GUARA",,Aluguel Casa Condominio 110 m²,2.800,110 m²,2 Quartos,,2 Vagas,aluguel
"SDS Bloco P, ASA SUL, BRASILIA",,Aluguel Sala 61 m²,4.000,61 m²,,,,aluguel
"SGAS 905, ASA SUL, BRASILIA",,Aluguel Kitnet 28 m²,1.800,28 m²,1 Quarto,,1 Vaga,aluguel
"Condomínio Quintas da Alvorada, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 190 m²,5.000,190 m²,3 Quartos,,2 Vagas,aluguel
"SQS 212 Bloco K, ASA SUL, BRASILIA",,Aluguel Apartamento 194 m²,14.500,194 m²,3 Quartos,,2 Vagas,aluguel
"SGAN 607 Módulo B, ASA NORTE, BRASILIA",,Aluguel Sala 28 m²,1.500,28 m²,,,1 Vaga,aluguel
"SHS Quadra 6 Conjunto A, ASA SUL, BRASILIA",,Aluguel Sala 72 m²,11.500,72 m²,,,,aluguel
"CLS 306 Bloco B, ASA SUL, BRASILIA",,Aluguel Loja 252 m²,16.000,252 m²,,,,aluguel
"SQSW 302, SUDOESTE, BRASILIA",,Aluguel Apartamento 208 m²,14.500,208 m²,4 Quartos,,3 Vagas,aluguel
"Condomínio Estancia Quintas da Alvorada, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 415 m²,14.000,415 m²,5 Quartos,,3 Vagas,aluguel
"SAUS Quadra 5, ASA SUL, BRASILIA",,Aluguel Prédio 4588 m²,250.000,4588 m²,,,53 Vagas,aluguel
"Rodovia DF 150, GRANDE COLORADO, SOBRADINHO",,Aluguel Apartamento 200 m²,3.000,200 m²,3 Quartos,,4 Vagas,aluguel
"Condomínio Jardins do Lago, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 500 m²,19.000,500 m²,5 Quartos,,,aluguel
"SEPN 504 Bloco C Lote Único, ASA NORTE, BRASILIA",,Aluguel Sala 64 m²,800,64 m²,,,1 Vaga,aluguel
"CLN 314 Bloco E, ASA NORTE, BRASILIA",,Aluguel Loja 30 m²,3.000,30 m²,,,,aluguel
"SQS 211 Bloco I, ASA SUL, BRASILIA",,Aluguel Apartamento 470 m²,40.000,470 m²,4 Quartos,,3 Vagas,aluguel
"Rua 8, NORTE, AGUAS CLARAS",,Aluguel Apartamento 160 m²,6.900,160 m²,4 Quartos,,2 Vagas,aluguel
"QRSW 6 Bloco B 3, SUDOESTE, BRASILIA",,Aluguel Apartamento 57 m²,2.800,57 m²,2 Quartos,,,aluguel
"Quadra 1 MR 1, SETOR NORTE, PLANALTINA DE GOIAS",,Aluguel Sala 260 m²,6.500,260 m²,,,,aluguel
"Rua 20, SUL, AGUAS CLARAS",,Aluguel Apartamento 146 m²,3.990,146 m²,3 Quartos,,1 Vaga,aluguel
"SEPN 506 Bloco D, ASA NORTE, BRASILIA",,Aluguel Sala 450 m²,12.000,450 m²,,,,aluguel
"SHN Quadra 02 Bloco J, ASA NORTE, BRASILIA",,Aluguel Loja 25 m²,800,25 m²,,,,aluguel
"SQS 308 Bloco C, ASA SUL, BRASILIA",,Aluguel Apartamento 154 m²,7.250,154 m²,3 Quartos,,1 Vaga,aluguel
"QN 5 Conjunto 4, RIACHO FUNDO, RIACHO FUNDO",,Aluguel Apartamento 65 m²,1.400,65 m²,2 Quartos,,,aluguel
"Condomínio Prive Morada Sul Etapa C, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 250 m²,9.500,250 m²,4 Quartos,,2 Vagas,aluguel
"SCN Quadra 3 Bloco B, ASA NORTE, BRASILIA",,Aluguel Prédio 4490 m²,325.000,4490 m²,,,35 Vagas,aluguel
"SEPS 713/913, ASA SUL, BRASILIA",,Aluguel Apartamento 35 m²,2.000,35 m²,1 Quarto,,1 Vaga,aluguel
"QSE Área Especial 16, TAGUATINGA SUL, TAGUATINGA",,Aluguel Kitnet 29 m²,600,29 m²,1 Quarto,,,aluguel
"SAAN Quadra 3, SAAN, SETOR INDUSTRIAL",,Aluguel Prédio 145 m²,2.900,145 m²,,,,aluguel
"COLONIA AGRICOLA SAMAMBAIA, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,Aluguel Casa 80 m²,1.600,80 m²,2 Quartos,,2 Vagas,aluguel
"Rua 30, NORTE, AGUAS CLARAS",,Aluguel Loja 98 m²,8.000,98 m²,,,,aluguel
"CSB 02 LoteS 1/4, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Sala 86 m²,3.990,86 m²,,,,aluguel
"Quadra 101, NORTE, AGUAS CLARAS",,Aluguel Apartamento 80 m²,3.000,80 m²,2 Quartos,,1 Vaga,aluguel
"CLN 102 Bloco D, ASA NORTE, BRASILIA",,Aluguel Loja 147 m²,8.500,147 m²,,,,aluguel
"SAAN Quadra 3, SAAN, SETOR INDUSTRIAL",,Aluguel Sala 2000 m²,22.000,2000 m²,,,,aluguel
"SAAN Quadra 2, SAAN, SETOR INDUSTRIAL",,Aluguel Ponto Comercial 440 m²,20.000,440 m²,,,,aluguel
"SIG Quadra 8, SIG, BRASILIA",,Aluguel Prédio 1050 m²,38.000,1050 m²,,,,aluguel
"SQS 405 Bloco U, ASA SUL, BRASILIA",,Aluguel Apartamento 32 m²,1.300,32 m²,1 Quarto,,,aluguel
"QC 6, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Apartamento 48 m²,2.900,48 m²,2 Quartos,,1 Vaga,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,Aluguel Ponto Comercial 100 m²,2.500,100 m²,,,,aluguel
"QNN 26 Conjunto C, CEILANDIA SUL, CEILANDIA",,Aluguel Casa 144 m²,2.900,144 m²,4 Quartos,,2 Vagas,aluguel
"SCLRN 716 Bloco G, ASA NORTE, BRASILIA",,Aluguel Kitnet 30 m²,1.100,30 m²,1 Quarto,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,Aluguel Loja 223 m²,10.242,223 m²,,,2 Vagas,aluguel
"SQN 406 Bloco F, ASA NORTE, BRASILIA",,Aluguel Apartamento 78 m²,5.000,78 m²,2 Quartos,,,aluguel
"QN 122 Conjunto 15, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Loja 22 m²,1.650,22 m²,,,,aluguel
"SHN Quadra 1 Bloco F, ASA NORTE, BRASILIA",,Aluguel Garagem 12 m²,350,12 m²,,,,aluguel
"SHN Quadra 1 Bloco F, ASA NORTE, BRASILIA",,Aluguel Garagem 12 m²,350,12 m²,,,,aluguel
"QE 38 Bloco S/N, GUARA II, GUARA",,Aluguel Ponto Comercial 40 m²,1.100,40 m²,,,,aluguel
"Condomínio Jardim Botânico V, JARDIM BOTANICO, BRASILIA",,Aluguel Casa 500 m²,15.000,500 m²,5 Quartos,,2 Vagas,aluguel
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 726 m²,14.000,726 m²,6 Quartos,,2 Vagas,aluguel
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",,Aluguel Sala 55 m²,1.800,55 m²,,,,aluguel
"QS 3, AREAL, AGUAS CLARAS",,Aluguel Sala 300 m²,20.000,300 m²,,,,aluguel
"Avenida São Sebastião, CENTRO, SAO SEBASTIAO",,Aluguel Sala 36 m²,990,36 m²,1 Quarto,,,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,Aluguel Sala 583 m²,39.000,583 m²,,,2 Vagas,aluguel
"SCS Quadra 03 Bloco A ENTRADA A/B Lote 40, ASA SUL, BRASILIA",,Aluguel Prédio 1845 m²,15.000,1845 m²,,,,aluguel
"QN 122 Conjunto 15, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 33 m²,950,33 m²,1 Quarto,,1 Vaga,aluguel
"Quadra 501 AE 1 Avenida Itapoa Parque, ITAPOA PARQUE, PARANOA",,Aluguel Galpão 756 m²,40.000,756 m²,,,,aluguel
"SIAQuadra 4 C, SIA, SETOR INDUSTRIAL",,Aluguel Sala 311 m²,9.000,311 m²,,,,aluguel
"QN 5 Conjunto 15, RIACHO FUNDO, RIACHO FUNDO",,Aluguel Casa 120 m²,1.800,120 m²,3 Quartos,,,aluguel
"SQN 211 Bloco I, ASA NORTE, BRASILIA",,Aluguel Apartamento 160 m²,7.800,160 m²,2 Quartos,,2 Vagas,aluguel
"QN 32 Conjunto 10, RIACHO FUNDO II, RIACHO FUNDO",,Aluguel Apartamento 60 m²,1.450,60 m²,2 Quartos,,1 Vaga,aluguel
"Avenida Sibipiruna, SUL, AGUAS CLARAS",,Aluguel Apartamento 34 m²,2.000,34 m²,1 Quarto,,,aluguel
"Gemetris Chacará 3, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,Aluguel Lote/Terreno/Área 1496 m²,14.963,1496 m²,,,,aluguel
"Rua 3, VICENTE PIRES, VICENTE PIRES",,Aluguel Apartamento 30 m²,1.600,30 m²,1 Quarto,,,aluguel
"SMDB Conjunto 4, LAGO SUL, BRASILIA",,Aluguel Casa Condominio 560 m²,25.000,560 m²,4 Quartos,,4 Vagas,aluguel
"Avenida Jacarandá, SUL, AGUAS CLARAS",,Aluguel Apartamento 30 m²,1.600,30 m²,1 Quarto,,1 Vaga,aluguel
"Rua 37, NORTE, AGUAS CLARAS",,Aluguel Apartamento 53 m²,2.000,53 m²,2 Quartos,,1 Vaga,aluguel
"QS 409 Conjunto E, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Apartamento 50 m²,1.500,50 m²,2 Quartos,,1 Vaga,aluguel
"Condomínio Resid Maxximo Garden, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 400 m²,12.500,400 m²,6 Quartos,,4 Vagas,aluguel
"SCN Quadra 1, ASA NORTE, BRASILIA",,Aluguel Sala 95 m²,6.300,95 m²,,,,aluguel
"QN 112, SAMAMBAIA SUL, SAMAMBAIA",,Aluguel Apartamento 53 m²,2.000,53 m²,2 Quartos,,1 Vaga,aluguel
"Rua 37, SUL, AGUAS CLARAS",,Aluguel Apartamento 42 m²,2.400,42 m²,1 Quarto,,1 Vaga,aluguel
"SHN Quadra 4, ASA NORTE, BRASILIA",,Aluguel Apartamento 60 m²,8.500,60 m²,1 Quarto,,1 Vaga,aluguel
"Avenida Parque Águas Claras, NORTE, AGUAS CLARAS",,Aluguel Apartamento 162 m²,9.980,162 m²,4 Quartos,,2 Vagas,aluguel
"SMHN 02 Bloco A, ASA NORTE, BRASILIA",,Aluguel Sala 33 m²,1.500,33 m²,,,,aluguel
"Condomínio Ouro Vermelho II, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 160 m²,4.500,160 m²,4 Quartos,,,aluguel
"Rodovia BR 040, SANTA MARIA, SANTA MARIA",,Aluguel Galpão 1000 m²,35.000,1000 m²,,,50 Vagas,aluguel
"SHS Quadra 06 Conjunto A Bloco E, ASA SUL, BRASILIA",,Aluguel Sala 32 m²,3.242,32 m²,,,,aluguel
"CLN 201 Bloco A, ASA NORTE, BRASILIA",,Aluguel Sala 21 m²,900,21 m²,,,,aluguel
"Quadra 4, SETOR INDUSTRIAL, GAMA",,Aluguel Loja 56 m²,1.700,56 m²,,,,aluguel
"QNM 6 Conjunto O, CEILANDIA NORTE, CEILANDIA",,Aluguel Loja 200 m²,8.500,200 m²,,,,aluguel
"QI 4, GUARA I, GUARA",,Aluguel Apartamento 95 m²,2.000,95 m²,3 Quartos,,2 Vagas,aluguel
"QC 11 Rua I, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Casa 131 m²,4.500,131 m²,3 Quartos,,3 Vagas,aluguel
"QR 122 Conjunto F, SANTA MARIA, SANTA MARIA",,Aluguel Kitnet 40 m²,700,40 m²,1 Quarto,,,aluguel
"Rua COPAIBA, NORTE, AGUAS CLARAS",,Aluguel Apartamento 43 m²,2.000,43 m²,1 Quarto,,2 Vagas,aluguel
"SEPN 513 Bloco D Lote 04/05, ASA NORTE, BRASILIA",,Aluguel Sala 292 m²,13.600,292 m²,,,,aluguel
"SHLN Bloco M, ASA NORTE, BRASILIA",,Aluguel Sala 30 m²,550,30 m²,,,,aluguel
"QC 12 Praça 5, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Loja 106 m²,4.500,106 m²,,,,aluguel
"Avenida Comercial, JARDIM BOTANICO, BRASILIA",,Aluguel Sala 107 m²,6.000,107 m²,,,,aluguel
"SHTN Trecho 1, ASA NORTE, BRASILIA",,Aluguel Apartamento 60 m²,6.500,60 m²,2 Quartos,,2 Vagas,aluguel
"SCN Quadra 02 Bloco A, ASA NORTE, BRASILIA",,Aluguel Sala 891 m²,53.900,891 m²,,,,aluguel
"SCRN 502 Bloco B, ASA NORTE, BRASILIA",,Aluguel Prédio 375 m²,10.000,375 m²,,,,aluguel
"CA 05, LAGO NORTE, BRASILIA",,Aluguel Apartamento 75 m²,3.800,75 m²,1 Quarto,,1 Vaga,aluguel
"SCES Trecho 4, ASA SUL, BRASILIA",,Aluguel Apartamento 53 m²,5.200,53 m²,1 Quarto,,1 Vaga,aluguel
"Quadra 401, ITAPOA PARQUE, PARANOA",,Aluguel Apartamento 64 m²,900,64 m²,2 Quartos,,1 Vaga,aluguel
"QNM 34 Área Especial 1, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Sala 34 m²,1.380,34 m²,,,,aluguel
"CNB 2, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Apartamento 60 m²,2.000,60 m²,2 Quartos,,1 Vaga,aluguel
"SGCV Lote 13, PARK SUL, BRASILIA",,Aluguel Apartamento 34 m²,5.000,34 m²,1 Quarto,,1 Vaga,aluguel
"SRTVN Quadra 701 Conjunto C, ASA NORTE, BRASILIA",,Aluguel Sala 33 m²,950,33 m²,,,,aluguel
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Loja 284 m²,6.000,284 m²,,,,aluguel
"Avenida das Castanheiras, NORTE, AGUAS CLARAS",,Aluguel Apartamento 100 m²,4.000,100 m²,3 Quartos,,2 Vagas,aluguel
"QE 34 Conjunto M, GUARA II, GUARA",,Aluguel Casa 200 m²,3.300,200 m²,2 Quartos,,2 Vagas,aluguel
"Rua Babaçu, SUL, AGUAS CLARAS",,Aluguel Apartamento 95 m²,4.000,95 m²,3 Quartos,,2 Vagas,aluguel
"SQNW 302 Bloco A, NOROESTE, BRASILIA",,Aluguel Apartamento 71 m²,5.200,71 m²,2 Quartos,,,aluguel
"SMLN MI Trecho 10, LAGO NORTE, BRASILIA",,Aluguel Casa 130 m²,4.200,130 m²,3 Quartos,,2 Vagas,aluguel
"Rua DAS FIGUEIRAS, NORTE, AGUAS CLARAS",,Aluguel Loja 82 m²,3.500,82 m²,,,,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,Aluguel Sala 30 m²,1.000,30 m²,,,1 Vaga,aluguel
"QN 206 Conjunto B, SAMAMBAIA NORTE, SAMAMBAIA",,Aluguel Loja 230 m²,7.000,230 m²,,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,Aluguel Sala 35 m²,1.842,35 m²,,,1 Vaga,aluguel
"CLS 212 Bloco C, ASA SUL, BRASILIA",,Aluguel Loja 105 m²,6.500,105 m²,,,,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,Aluguel Sala 34 m²,1.000,34 m²,,,,aluguel
"Residencial MORRO DA CRUZ, RESIDENCIAL MORRO DA CRUZ, SAO SEBASTIAO",,Aluguel Loja 225 m²,3.800,225 m²,,,3 Vagas,aluguel
"QE 11, GUARA I, GUARA",,Aluguel Sala 205 m²,14.379,205 m²,,,72 Vagas,aluguel
"SCN Quadra 1, ASA NORTE, BRASILIA",,Aluguel Sala 31 m²,2.050,31 m²,,,,aluguel
"CLN 116, ASA NORTE, BRASILIA",,Aluguel Sala 20 m²,600,20 m²,,,,aluguel
"CLN 316 Bloco F, ASA NORTE, BRASILIA",,Aluguel Loja 23 m²,950,23 m²,,,,aluguel
"CRS 510 Bloco B, ASA SUL, BRASILIA",,Aluguel Apartamento 58 m²,1.750,58 m²,2 Quartos,,,aluguel
"QR 313 Conjunto I, SANTA MARIA, SANTA MARIA",,Aluguel Casa 150 m²,1.800,150 m²,4 Quartos,,2 Vagas,aluguel
"SGAS 910, ASA SUL, BRASILIA",,Aluguel Sala 27 m²,700,27 m²,,,,aluguel
"SMAS Trecho, PARK SUL, BRASILIA",,Aluguel Sala 336 m²,27.000,336 m²,,,7 Vagas,aluguel
"SIA Trecho 3, SIA, SETOR INDUSTRIAL",,Aluguel Sala 30 m²,1.800,30 m²,,,,aluguel
"SQNW 307, NOROESTE, BRASILIA",,Aluguel Apartamento 74 m²,5.500,74 m²,2 Quartos,,2 Vagas,aluguel
"Avenida Comercial, TAQUARI, BRASILIA",,Aluguel Sala 225 m²,9.960,225 m²,,,,aluguel
"QE 19 Bloco B, GUARA II, GUARA",,Aluguel Ponto Comercial 90 m²,2.300,90 m²,,,,aluguel
"SQSW 302, SUDOESTE, BRASILIA",,Aluguel Apartamento 309 m²,16.000,309 m²,4 Quartos,,4 Vagas,aluguel
"Rua 35, SUL, AGUAS CLARAS",,Aluguel Apartamento 69 m²,3.700,69 m²,3 Quartos,,1 Vaga,aluguel
"Rua 13, NORTE, AGUAS CLARAS",,Aluguel Apartamento 34 m²,1.200,34 m²,1 Quarto,,,aluguel
"Rua 35, SUL, AGUAS CLARAS",,Aluguel Apartamento 56 m²,2.800,56 m²,2 Quartos,,1 Vaga,aluguel
"SHN Quadra 1 Bloco F, ASA NORTE, BRASILIA",,Aluguel Garagem 12 m²,350,12 m²,,,,aluguel
"SHIS QI 15, LAGO SUL, BRASILIA",,Aluguel Casa 1200 m²,120.000,1200 m²,4 Quartos,,4 Vagas,aluguel
"SCLRN 707 Bloco E, ASA NORTE, BRASILIA",,Aluguel Loja 82 m²,3.000,82 m²,,,,aluguel
"QI 3 Conjunto U, GUARA I, GUARA",,Aluguel Loja 31 m²,2.000,31 m²,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,Aluguel Sala 34 m²,1.000,34 m²,,,,aluguel
"SBS Quadra 02 Bloco S Lote 01, ASA SUL, BRASILIA",,Aluguel Ponto Comercial 483 m²,27.000,483 m²,,,,aluguel
"CSB 3, TAGUATINGA SUL, TAGUATINGA",,Aluguel Loja 60 m²,1.000,60 m²,,,,aluguel
"Rodovia BR 020, ALTO DA BOA VISTA, SOBRADINHO",,Aluguel Loja 30 m²,2.800,30 m²,,,,aluguel
"QMSW 4 Lote 3, SUDOESTE, BRASILIA",,Aluguel Kitnet 29 m²,2.000,29 m²,1 Quarto,,1 Vaga,aluguel
"Condomínio Prive Morada Sul Etapa C, JARDIM BOTANICO, BRASILIA",,Aluguel Casa 400 m²,15.000,400 m²,3 Quartos,,4 Vagas,aluguel
"SQSW 304 Bloco J, SUDOESTE, BRASILIA",,Aluguel Apartamento 82 m²,5.500,82 m²,3 Quartos,,,aluguel
"Quadra 501 Conjunto 1, ITAPOA PARQUE, PARANOA",,Aluguel Apartamento 60 m²,1.250,60 m²,2 Quartos,,1 Vaga,aluguel
"Rua DAS AROEIRAS, NORTE, AGUAS CLARAS",,Aluguel Apartamento 87 m²,3.800,87 m²,2 Quartos,,1 Vaga,aluguel
"Rua 36, SUL, AGUAS CLARAS",,Aluguel Ponto Comercial 395 m²,12.000,395 m²,,,,aluguel
"SMDB Conjunto 2, LAGO SUL, BRASILIA",,Aluguel Casa Condominio 550 m²,12.000,550 m²,4 Quartos,,5 Vagas,aluguel
"QNA 9, TAGUATINGA NORTE, TAGUATINGA",,Aluguel Casa 240 m²,3.350,240 m²,3 Quartos,,4 Vagas,aluguel
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",,Aluguel Casa Condominio 150 m²,6.400,150 m²,2 Quartos,,,aluguel
"Rua 300 Lote 302, SETOR MEIRELES, SANTA MARIA",,Aluguel Apartamento 45 m²,1.200,45 m²,2 Quartos,,1 Vaga,aluguel
"AVENIDA ARAUCARIAS, SUL, AGUAS CLARAS",,Aluguel Apartamento 62 m²,3.500,62 m²,2 Quartos,,1 Vaga,aluguel
"SETOR HOTELEIRO, TAGUATINGA CENTRO, TAGUATINGA",,Aluguel Apartamento 33 m²,3.100,33 m²,1 Quarto,,1 Vaga,aluguel
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",,Aluguel Sala 29 m²,1.982,29 m²,,,1 Vaga,aluguel
"CSB 3, TAGUATINGA SUL, TAGUATINGA",,Aluguel Loja 60 m²,1.000,60 m²,,,,aluguel
"Rua 20, GUARA II, GUARA",,Aluguel Loja 96 m²,2.300,96 m²,,,,aluguel
"Altiplano Leste, JARDIM BOTANICO, BRASILIA",,Aluguel Casa 1000 m²,30.000,1000 m²,5 Quartos,,20 Vagas,aluguel
"SCLRN 716 Bloco B, ASA NORTE, BRASILIA",,Aluguel Loja 120 m²,2.600,120 m²,,,,aluguel
"SGAS 910, ASA SUL, BRASILIA",,Aluguel Sala 30 m²,800,30 m²,,,,aluguel
"EQNO 9/11 Bloco A, CEILANDIA NORTE, CEILANDIA",,Aluguel Loja 47 m²,1.650,47 m²,,,,aluguel
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",,Aluguel Sala 45 m²,1.600,45 m²,,,1 Vaga,aluguel
"CCSW 2 Lote 3, SUDOESTE, BRASILIA",,Aluguel Apartamento 50 m²,7.500,50 m²,2 Quartos,,2 Vagas,aluguel
"CRS 512 Bloco C, ASA SUL, BRASILIA",,Aluguel Sala 60 m²,1.350,60 m²,,,,aluguel
"EPTG QE 4 Bloco B 13, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,Aluguel Apartamento 57 m²,1.950,57 m²,2 Quartos,,1 Vaga,aluguel
"SQSW 500, SUDOESTE, BRASILIA",,Aluguel Apartamento 239 m²,20.000,239 m²,4 Quartos,,4 Vagas,aluguel
"SCES Trecho 4, ASA SUL, BRASILIA",,Aluguel Hotel Flat 54 m²,5.000,54 m²,1 Quarto,,1 Vaga,aluguel
"Terceira Avenida Área Especial 13, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,Aluguel Loja 330 m²,10.000,330 m²,1 Quarto,,3 Vagas,aluguel
