description,address,property_type,price,size,bedrooms,bathrooms,parking_spaces,contract_type
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,1987.0,43.0,,,1.0,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,1000.0,34.0,,,,aluguel
"SCN Quadra 1, ASA NORTE, BRASILIA",,sala,4950.0,76.0,,,,aluguel
"QE 11, GUARA I, GUARA",,sala,8320.0,119.0,,,72.0,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,1805.0,39.0,,,1.0,aluguel
"SIG Quadra 4, SIG, BRASILIA",,sala,9900.0,110.0,,,1.0,aluguel
"CLN 412, ASA NORTE, BRASILIA",,sala,4500.0,123.0,,,,aluguel
"SCN Quadra 1, ASA NORTE, BRASILIA",,sala,2050.0,31.0,,,,aluguel
"SGAS 910, ASA SUL, BRASILIA",,sala,700.0,27.0,,,,aluguel
"CLN 116, ASA NORTE, BRASILIA",,sala,600.0,20.0,,,,aluguel
"SHS Quadra 06 Conjunto A Bloco D, ASA SUL, BRASILIA",,sala,19500.0,607.0,,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,16954.0,369.0,,,10.0,aluguel
"SMAS Trecho, PARK SUL, BRASILIA",,sala,21860.0,243.0,,,7.0,aluguel
"SCN Quadra 05 Bloco A, ASA NORTE, BRASILIA",,sala,9900.0,162.0,,,1.0,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,1703.0,37.0,,,1.0,aluguel
"QE 11, GUARA I, GUARA",,sala,14379.0,205.0,,,72.0,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,sala,40000.0,596.0,,,2.0,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,sala,3650.0,77.0,,,,aluguel
"SRTVS Bloco E LoteS 1/3, ASA SUL, BRASILIA",,sala,850.0,33.0,,,,aluguel
"Avenida Comercial, TAQUARI, BRASILIA",,sala,36770.0,5600.0,,,,aluguel
"CRS 512 Bloco C, ASA SUL, BRASILIA",,sala,1350.0,60.0,,,,aluguel
"Centro Comercial Bloco D, VELHO, CRUZEIRO",,sala,550.0,26.0,,,,aluguel
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",,sala,1982.0,29.0,,,1.0,aluguel
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",,sala,2004.0,29.0,,,1.0,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,sala,39000.0,582.0,,,2.0,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,sala,40000.0,595.0,,,2.0,aluguel
"SAUS Quadra 04 Lote 9/10, ASA SUL, BRASILIA",,sala,1200.0,28.0,,,1.0,aluguel
"Avenida Comercial, TAQUARI, BRASILIA",,sala,6710.0,205.0,,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,1906.0,37.0,,,1.0,aluguel
"SHS Quadra 06 Blocos A AO F Lote 01, ASA SUL, BRASILIA",,sala,16375.0,131.0,,,,aluguel
"SMAS Trecho, PARK SUL, BRASILIA",,sala,27000.0,336.0,,,7.0,aluguel
"SIA Trecho 2, SIA, SETOR INDUSTRIAL",,sala,9000.0,540.0,,,,aluguel
"EQ 31/33 Lote 05, GUARA II, GUARA",,sala,970.0,42.0,,,,aluguel
"SMAS, PARK SUL, BRASILIA",,sala,21870.0,243.0,,,7.0,aluguel
"SCRN 712/713 Bloco B, ASA NORTE, BRASILIA",,sala,8000.0,200.0,,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,29997.0,652.0,,,16.0,aluguel
"SGAN 607, ASA NORTE, BRASILIA",,sala,1500.0,29.0,,,1.0,aluguel
"Avenida Comercial, JARDIM BOTANICO, BRASILIA",,sala,6000.0,107.0,,,,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,sala,1000.0,34.0,,,,aluguel
"SHLN, ASA NORTE, BRASILIA",,sala,40000.0,334.0,,,11.0,aluguel
"SGAN 601, ASA NORTE, BRASILIA",,sala,16650.0,185.0,,,2.0,aluguel
"SHLS, ASA SUL, BRASILIA",,sala,2200.0,59.0,,,,aluguel
"Avenida Pau Brasil, NORTE, AGUAS CLARAS",,sala,18000.0,170.0,,,5.0,aluguel
"CSB 2, TAGUATINGA SUL, TAGUATINGA",,sala,800.0,35.0,,,,aluguel
"SHS Quadra 6, ASA SUL, BRASILIA",,sala,16000.0,100.0,,,,aluguel
"Avenida Comercial, TAQUARI, BRASILIA",,sala,9960.0,225.0,,,,aluguel
"CRS 514, ASA SUL, BRASILIA",,sala,3800.0,130.0,,,,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,sala,3600.0,81.0,,,,aluguel
"CLN 201 Bloco A, ASA NORTE, BRASILIA",,sala,1400.0,42.0,,,,aluguel
"CLSW 105, SUDOESTE, BRASILIA",,sala,6000.0,67.0,,,,aluguel
"QNM 34 Área Especial 1, TAGUATINGA NORTE, TAGUATINGA",,sala,1350.0,33.0,,,,aluguel
"QNE 24, TAGUATINGA NORTE, TAGUATINGA",,sala,450.0,25.0,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,sala,88000.0,1938.0,,,,aluguel
"QE 11, GUARA I, GUARA",,sala,2721.0,38.0,,,72.0,aluguel
"CSB 02 LoteS 1/4, TAGUATINGA CENTRO, TAGUATINGA",,sala,10000.0,700.0,,,,aluguel
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",,sala,1500.0,45.0,,,1.0,aluguel
"SIA Trecho 2, SIA, SETOR INDUSTRIAL",,sala,7000.0,370.0,,,,aluguel
"SHIS QI 15, LAGO SUL, BRASILIA",,sala,14800.0,74.0,,,,aluguel
"STN Bloco O, ASA NORTE, BRASILIA",,sala,500.0,24.0,,,,aluguel
"CLN 413 Bloco D, ASA NORTE, BRASILIA",,sala,1496.0,21.0,,,,aluguel
"SHIS QI 15, LAGO SUL, BRASILIA",,sala,14000.0,70.0,,,,aluguel
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",,sala,2016.0,29.0,,,1.0,aluguel
"SCN Quadra 02 Bloco A, ASA NORTE, BRASILIA",,sala,53900.0,891.0,,,,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,sala,1000.0,34.0,,,1.0,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,2000.0,39.0,,,1.0,aluguel
"SAUS Quadra 03 Bloco C LoteS 2/3, ASA SUL, BRASILIA",,sala,1200.0,58.0,,,,aluguel
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",,sala,2400.0,70.0,,,1.0,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,sala,1600.0,58.0,,,,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,sala,1600.0,26.0,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,sala,2650.0,66.0,,,,aluguel
"SHLN Bloco M, ASA NORTE, BRASILIA",,sala,550.0,30.0,,,,aluguel
"SEPS 709/909, ASA SUL, BRASILIA",,sala,2200.0,32.0,,,1.0,aluguel
"Avenida das Araucárias, SUL, AGUAS CLARAS",,sala,1200.0,37.0,,,,aluguel
"CA 11, LAGO NORTE, BRASILIA",,sala,1300.0,51.0,,,1.0,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,sala,40000.0,595.0,,,2.0,aluguel
"SHIS QI 15, LAGO SUL, BRASILIA",,sala,21720.0,108.0,,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,2350.0,46.0,,,1.0,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,sala,1100.0,30.0,,,,aluguel
"SRTVN Quadra 701 Conjunto C, ASA NORTE, BRASILIA",,sala,950.0,33.0,,,,aluguel
"SHIS QI 15, LAGO SUL, BRASILIA",,sala,17400.0,87.0,,,,aluguel
"SEPN 504 Bloco B, ASA NORTE, BRASILIA",,sala,1250.0,45.0,,,,aluguel
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",,sala,1982.0,29.0,,,1.0,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,sala,13600.0,299.0,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,sala,2650.0,66.0,,,,aluguel
"SHN Quadra 1 Bloco F, ASA NORTE, BRASILIA",,sala,45030.0,474.0,,,12.0,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,sala,5500.0,117.0,,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,3373.0,73.0,,,2.0,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,1200.0,24.0,,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,1987.0,43.0,,,1.0,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,sala,5000.0,112.0,,,,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,sala,1166.0,35.0,,,1.0,aluguel
"St Area Especiais Setor C Norte, TAGUATINGA NORTE, TAGUATINGA",,sala,35000.0,454.0,,,,aluguel
"SHS Quadra 6, ASA SUL, BRASILIA",,sala,16375.0,131.0,,,2.0,aluguel
"SHIS QI 15, LAGO SUL, BRASILIA",,sala,283680.0,1576.0,,,,aluguel
"EQS 114/115, ASA SUL, BRASILIA",,sala,3200.0,34.0,,,,aluguel
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",,sala,1000.0,33.0,,,,aluguel
"SMHN 02 Bloco A, ASA NORTE, BRASILIA",,sala,1500.0,33.0,,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,51193.0,1113.0,,,24.0,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,1873.0,41.0,,,1.0,aluguel
"Area ComErcio Local 1, JARDINS MANGUEIRAL, BRASILIA",,sala,1982.0,29.0,,,1.0,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,sala,2650.0,66.0,,,,aluguel
"QNM 34 Área Especial 1, TAGUATINGA NORTE, TAGUATINGA",,sala,1420.0,35.0,,,,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,sala,4332.0,130.0,,,4.0,aluguel
"ADE Conjunto 18, SAMAMBAIA SUL, SAMAMBAIA",,sala,18000.0,520.0,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,sala,15500.0,293.0,,,,aluguel
"SHLS, ASA SUL, BRASILIA",,sala,950.0,26.0,,,,aluguel
"SEPN 513 Bloco D Lote 04/05, ASA NORTE, BRASILIA",,sala,14700.0,293.0,,,,aluguel
"SIG Quadra 4, SIG, BRASILIA",,sala,1300.0,37.0,,,1.0,aluguel
"QE 11, GUARA I, GUARA",,sala,3384.0,48.0,,,72.0,aluguel
"QNM 34 Área Especial 1, TAGUATINGA NORTE, TAGUATINGA",,sala,1250.0,35.0,,,1.0,aluguel
"Rua COPAIBA, NORTE, AGUAS CLARAS",,sala,2000.0,36.0,,,1.0,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,sala,39000.0,583.0,,,2.0,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,1000.0,20.0,,,,aluguel
"Quadra C 12, TAGUATINGA CENTRO, TAGUATINGA",,sala,7500.0,216.0,,,,aluguel
"SIA Trecho 3, SIA, SETOR INDUSTRIAL",,sala,1800.0,30.0,,,,aluguel
"SAUS Quadra 4, ASA SUL, BRASILIA",,sala,2400.0,51.0,,,,aluguel
"Avenida São Sebastião, CENTRO, SAO SEBASTIAO",,sala,990.0,36.0,1.0,,,aluguel
"SCN Quadra 1, ASA NORTE, BRASILIA",,sala,2900.0,44.0,,,,aluguel
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",,sala,1790.0,35.0,,,,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,sala,1400.0,34.0,,,1.0,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,1815.0,36.0,,,1.0,aluguel
"QNM 34 Área Especial 1, TAGUATINGA NORTE, TAGUATINGA",,sala,1380.0,34.0,,,,aluguel
"SCS Quadra 1, ASA SUL, BRASILIA",,sala,300.0,26.0,,,,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,sala,800.0,27.0,,,,aluguel
"SEPN 513 Bloco D Lote 04/05, ASA NORTE, BRASILIA",,sala,15950.0,708.0,,,,aluguel
"SIG Quadra 1, SIG, BRASILIA",,sala,1800.0,36.0,,,1.0,aluguel
"SCS Quadra 4, ASA SUL, BRASILIA",,sala,6850.0,590.0,,,,aluguel
"SCN Quadra 1, ASA NORTE, BRASILIA",,sala,6300.0,95.0,,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,1742.0,36.0,,,1.0,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,sala,2650.0,58.0,,,,aluguel
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",,sala,850.0,33.0,,,1.0,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,1000.0,34.0,,,,aluguel
"SDS Bloco O, ASA SUL, BRASILIA",,sala,850.0,35.0,,,,aluguel
"QNM 34 Área Especial 1, TAGUATINGA NORTE, TAGUATINGA",,sala,1060.0,26.0,,,,aluguel
"QS 1 Rua 212, AREAL, AGUAS CLARAS",,sala,1968.0,42.0,,,1.0,aluguel
"SCRN 502 Bloco B, ASA NORTE, BRASILIA",,sala,10000.0,375.0,,,,aluguel
"SEPS 710/910, ASA SUL, BRASILIA",,sala,15500.0,155.0,,,3.0,aluguel
"SDN Lote Único, ASA NORTE, BRASILIA",,sala,1300.0,34.0,,,1.0,aluguel
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",,sala,1800.0,55.0,,,,aluguel
"SHIS QI 3 Bloco D, LAGO SUL, BRASILIA",,sala,7500.0,72.0,,,,aluguel
"QNN 2, CEILANDIA SUL, CEILANDIA",,sala,1100.0,32.0,,,,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,sala,1412.0,45.0,,,,aluguel
"QS 3, AREAL, AGUAS CLARAS",,sala,2800.0,40.0,,,,aluguel
"SCN Quadra 4 Bloco B, ASA NORTE, BRASILIA",,sala,43465.0,776.0,,,14.0,aluguel
"SCRN 706/707 Bloco B, ASA NORTE, BRASILIA",,sala,4600.0,200.0,,,,aluguel
"CRS 511 Bloco B, ASA SUL, BRASILIA",,sala,1000.0,40.0,,,,aluguel
"SEPS 709/909, ASA SUL, BRASILIA",,sala,3000.0,42.0,,,1.0,aluguel
"SDN Lote Único, ASA NORTE, BRASILIA",,sala,4000.0,42.0,,,,aluguel
"Quadra 203 Conjunto 1, SETOR RESIDENCIAL OESTE, SAO SEBASTIAO",,sala,2500.0,180.0,,,,aluguel
"Quadra C 12, TAGUATINGA CENTRO, TAGUATINGA",,sala,596.0,36.0,,,,aluguel
"Avenida Goiás, SETOR TRADICIONAL, PLANALTINA",,sala,20000.0,1000.0,,,,aluguel
"SCN Quadra 1, ASA NORTE, BRASILIA",,sala,1200.0,36.0,,,,aluguel
"SEPN 515 Bloco E, ASA NORTE, BRASILIA",,sala,1650.0,42.0,,,,aluguel
"QS 408 Conjunto B, SAMAMBAIA NORTE, SAMAMBAIA",,sala,1100.0,30.0,,,,aluguel
"CNB 11, TAGUATINGA NORTE, TAGUATINGA",,sala,1100.0,52.0,,,,aluguel
"SAUS Quadra 05 Blocos K Lote 04, ASA SUL, BRASILIA",,sala,900.0,44.0,,,,aluguel
"SGAN 915 Módulo G, ASA NORTE, BRASILIA",,sala,1800.0,31.0,,,,aluguel
"Avenida Pau Brasil, SUL, AGUAS CLARAS",,sala,2000.0,42.0,,,,aluguel
"SIG Quadra 4, SIG, BRASILIA",,sala,16211.0,231.0,,,2.0,aluguel
"SBS Quadra 02 Bloco A Lote 19, ASA SUL, BRASILIA",,sala,900.0,36.0,,,,aluguel
"SCS Quadra 03 Bloco A ENTRADA A/B Lote 40, ASA SUL, BRASILIA",,sala,545.0,45.0,,,,aluguel
"SHLS Bloco L, ASA SUL, BRASILIA",,sala,2500.0,38.0,,,1.0,aluguel
"Quadra 1, DEL LAGO I, PARANOA",,sala,10000.0,250.0,,,2.0,aluguel
"SRTVN LOTE P, ASA NORTE, BRASILIA",,sala,700.0,32.0,,,1.0,aluguel
"SRTVN Bloco C Conjunto, ASA NORTE, BRASILIA",,sala,900.0,34.0,,,,aluguel
"SCIA Quadra 14 Conjunto 5, SCIA, SETOR INDUSTRIAL",,sala,800.0,34.0,,,,aluguel
"SEPN 513, ASA NORTE, BRASILIA",,sala,2650.0,58.0,,,,aluguel
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",,sala,4884.0,75.0,,,2.0,aluguel
"SRTVN Quadra 701 Conjunto C, ASA NORTE, BRASILIA",,sala,1000.0,38.0,,,,aluguel
"SCN Quadra 01 Bloco F, ASA NORTE, BRASILIA",,sala,2600.0,64.0,,,2.0,aluguel
"Quadra C 1, TAGUATINGA CENTRO, TAGUATINGA",,sala,800.0,25.0,,,,aluguel
"SEPS 712/912, ASA SUL, BRASILIA",,sala,800.0,33.0,,,1.0,aluguel
"SBS Quadra 02 Bloco A Lote 19, ASA SUL, BRASILIA",,sala,25000.0,500.0,,,15.0,aluguel
"SHLN, ASA NORTE, BRASILIA",,sala,2200.0,23.0,,,1.0,aluguel
"QNC 11, TAGUATINGA NORTE, TAGUATINGA",,sala,13000.0,270.0,,,,aluguel
"SCS Quadra 02 Bloco C Lote 22, ASA SUL, BRASILIA",,sala,300.0,30.0,,,,aluguel
"QNB 13, TAGUATINGA NORTE, TAGUATINGA",,sala,2800.0,72.0,,,,aluguel
"QSA 11, TAGUATINGA SUL, TAGUATINGA",,sala,3800.0,168.0,,,,aluguel
"Avenida Jacarandá, SUL, AGUAS CLARAS",,sala,2000.0,64.0,,,2.0,aluguel
"SBN Quadra 02 Bloco F Lote 12, ASA NORTE, BRASILIA",,sala,28749.0,287.0,,,2.0,aluguel
"SCN Quadra 01 Bloco F, ASA NORTE, BRASILIA",,sala,1600.0,36.0,,,,aluguel
"EQNO 9/11 Bloco A, CEILANDIA NORTE, CEILANDIA",,sala,4500.0,158.0,,,1.0,aluguel
"SDN Lote Único, ASA NORTE, BRASILIA",,sala,900.0,34.0,,,,aluguel
"SHLN Bloco K, ASA NORTE, BRASILIA",,sala,1350.0,32.0,,,1.0,aluguel
"SCN Quadra 01 Bloco F, ASA NORTE, BRASILIA",,sala,1250.0,31.0,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,3000.0,72.0,,,,aluguel
"QNB 13, TAGUATINGA NORTE, TAGUATINGA",,sala,2600.0,65.0,,,,aluguel
"SCN Quadra 4, ASA NORTE, BRASILIA",,sala,37800.0,780.0,,,11.0,aluguel
"SDS Bloco A Lote 44, ASA SUL, BRASILIA",,sala,650.0,47.0,,,,aluguel
"QNN 2 Conjunto E, CEILANDIA SUL, CEILANDIA",,sala,1300.0,30.0,,,,aluguel
"SDN Lote Único, ASA NORTE, BRASILIA",,sala,4000.0,48.0,,,,aluguel
"Rua 30, NORTE, AGUAS CLARAS",,sala,7000.0,64.0,,,,aluguel
"SAI Quadra 4 C Bloco J, SIA, SETOR INDUSTRIAL",,sala,1700.0,90.0,,,,aluguel
"SIG Quadra 4, SIG, BRASILIA",,sala,16018.0,228.0,,,2.0,aluguel
"SCES Trecho 2, ASA SUL, BRASILIA",,sala,4120.0,7.0,,,,aluguel
"SHLN, ASA NORTE, BRASILIA",,sala,40000.0,334.0,,,,aluguel
"QE 11 Área Especial J, GUARA I, GUARA",,sala,2450.0,35.0,,,,aluguel
"SAUS Quadra 3, ASA SUL, BRASILIA",,sala,1200.0,30.0,,,,aluguel
"SIA Trecho 2, SIA, SETOR INDUSTRIAL",,sala,9000.0,537.0,,,,aluguel
"SRTVN, ASA NORTE, BRASILIA",,sala,650.0,32.0,,,1.0,aluguel
"SIA Trecho 3, SIA, SETOR INDUSTRIAL",,sala,1200.0,32.0,,,,aluguel
"SCS Quadra 02 Bloco C Lote 104, ASA SUL, BRASILIA",,sala,800.0,28.0,,,,aluguel
"QE 11 Área Especial J, GUARA I, GUARA",,sala,14379.0,205.0,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,sala,38000.0,776.0,,,14.0,aluguel
"QS 408 Conjunto C, SAMAMBAIA NORTE, SAMAMBAIA",,sala,1500.0,22.0,,,,aluguel
"SCS Quadra 9, ASA SUL, BRASILIA",,sala,35962.0,360.0,,,16.0,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,900.0,19.0,,,,aluguel
"SEPS 714/914, ASA SUL, BRASILIA",,sala,1790.0,31.0,,,,aluguel
"Avenida Pau Brasil, SUL, AGUAS CLARAS",,sala,1600.0,35.0,,,,aluguel
"SRTVS Bloco E LoteS 2/4, ASA SUL, BRASILIA",,sala,692.0,30.0,,,,aluguel
"SCS Quadra 4, ASA SUL, BRASILIA",,sala,550.0,40.0,,,,aluguel
"SIAQuadra 4 C, SIA, SETOR INDUSTRIAL",,sala,4000.0,295.0,,,,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,sala,850.0,28.0,,,,aluguel
"SCRN 716 Bloco B, ASA NORTE, BRASILIA",,sala,750.0,35.0,,,,aluguel
"SEPS 709/909, ASA SUL, BRASILIA",,sala,1900.0,32.0,,,1.0,aluguel
"Quadra C 5, TAGUATINGA CENTRO, TAGUATINGA",,sala,600.0,30.0,,,,aluguel
"SRTVN Lote P, ASA NORTE, BRASILIA",,sala,700.0,33.0,,,,aluguel
"QN 9A Conjunto 2, RIACHO FUNDO II, RIACHO FUNDO",,sala,15000.0,200.0,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,900.0,25.0,,,,aluguel
"SEPS 702/902, ASA SUL, BRASILIA",,sala,65053.0,1121.0,,,25.0,aluguel
"CRS 504 Bloco C, ASA SUL, BRASILIA",,sala,6600.0,200.0,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,sala,19000.0,348.0,,,7.0,aluguel
"CSB 2, TAGUATINGA SUL, TAGUATINGA",,sala,800.0,35.0,,,,aluguel
"SHLS Bloco L, ASA SUL, BRASILIA",,sala,2000.0,39.0,,,,aluguel
"SHLN Bloco L Lote 12, ASA NORTE, BRASILIA",,sala,1200.0,35.0,,,1.0,aluguel
"SHS Quadra 06 Conjunto A Bloco E, ASA SUL, BRASILIA",,sala,3522.0,35.0,,,,aluguel
"SIA Trecho 1, SIA, SETOR INDUSTRIAL",,sala,85000.0,1415.0,,,199.0,aluguel
"Quadra C 1, TAGUATINGA CENTRO, TAGUATINGA",,sala,800.0,26.0,,,,aluguel
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",,sala,494.0,32.0,,,,aluguel
"CLN 305, ASA NORTE, BRASILIA",,sala,1200.0,28.0,,,,aluguel
"QE 11 Área Especial J, GUARA I, GUARA",,sala,2721.0,38.0,,,,aluguel
"Quadra 3 Conjunto A, SETOR DE INDUSTRIAS BERNARDO SAYAO, NUCLEO BANDEIRANTE",,sala,600.0,30.0,,,,aluguel
"SCS Quadra 01 Bloco K Lote 30, ASA SUL, BRASILIA",,sala,3666.0,49.0,,,,aluguel
"SCS Quadra 1, ASA SUL, BRASILIA",,sala,400.0,27.0,,,,aluguel
"QI 18, SETOR INDUSTRIAL, TAGUATINGA",,sala,15000.0,350.0,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,800.0,25.0,,,,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,sala,1000.0,34.0,,,,aluguel
"SCS Quadra 7, ASA SUL, BRASILIA",,sala,2200.0,55.0,,,,aluguel
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",,sala,1000.0,27.0,,,,aluguel
"SEPN 513 Bloco D Lote 04/05, ASA NORTE, BRASILIA",,sala,88000.0,1938.0,,,,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,1200.0,40.0,,,,aluguel
"SCS Quadra 02 Bloco C Lote 256/278, ASA SUL, BRASILIA",,sala,14000.0,480.0,,,3.0,aluguel
"QI 27 Bloco A, GUARA II, GUARA",,sala,1530.0,33.0,,,,aluguel
"SCS Quadra 9, ASA SUL, BRASILIA",,sala,189370.0,1803.0,,,60.0,aluguel
"SHIS QI 13, LAGO SUL, BRASILIA",,sala,2100.0,46.0,,,,aluguel
"CNM 1 Bloco A, CEILANDIA CENTRO, CEILANDIA",,sala,910.0,35.0,,,,aluguel
"COLONIA AGRICOLA SAMAMBAIA, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,sala,3900.0,120.0,,,,aluguel
"SCS Quadra 2, ASA SUL, BRASILIA",,sala,1950.0,85.0,,,,aluguel
"CLN 211, ASA NORTE, BRASILIA",,sala,850.0,27.0,,,,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,sala,950.0,30.0,,,,aluguel
"QNG Área Especial 01 Lote 02, TAGUATINGA NORTE, TAGUATINGA",,sala,700.0,35.0,,,,aluguel
"SHN Quadra 1, ASA NORTE, BRASILIA",,sala,2200.0,40.0,,,1.0,aluguel
"SIG Quadra 1, SIG, BRASILIA",,sala,7000.0,105.0,,,4.0,aluguel
"Quadra 4 Conjunto J, SETOR RESIDENCIAL LESTE, PLANALTINA",,sala,2500.0,45.0,,,,aluguel
"SHN Quadra 1, ASA NORTE, BRASILIA",,sala,108585.0,1143.0,,,23.0,aluguel
"SHN Quadra 1 Bloco E, ASA NORTE, BRASILIA",,sala,45030.0,474.0,,,,aluguel
"SDN Lote Único, ASA NORTE, BRASILIA",,sala,1200.0,32.0,,,,aluguel
"SRTVS Bloco E LoteS 2/4, ASA SUL, BRASILIA",,sala,860.0,32.0,,,,aluguel
"SGAS 915, ASA SUL, BRASILIA",,sala,1400.0,43.0,,,1.0,aluguel
"SIA Trecho 1, SIA, SETOR INDUSTRIAL",,sala,150000.0,2500.0,,,199.0,aluguel
"SIG Quadra 4, SIG, BRASILIA",,sala,1500.0,42.0,,,1.0,aluguel
"SCS Quadra 6, ASA SUL, BRASILIA",,sala,6470.0,138.0,,,,aluguel
"Avenida Central Blocos 518/680, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,sala,650.0,34.0,,,,aluguel
"SRTVS Bloco E LoteS 1/3, ASA SUL, BRASILIA",,sala,2200.0,90.0,,,2.0,aluguel
"SEPS 705/905, ASA SUL, BRASILIA",,sala,1100.0,23.0,,,,aluguel
"QE 11 Área Especial J, GUARA I, GUARA",,sala,52480.0,749.0,,,,aluguel
"SIAQuadra 5 C, SIA, SETOR INDUSTRIAL",,sala,850.0,29.0,,,,aluguel
"Avenida Pau Brasil, NORTE, AGUAS CLARAS",,sala,4200.0,40.0,,,,aluguel
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",,sala,43644.0,779.0,,,14.0,aluguel
"CLN 211 Bloco A, ASA NORTE, BRASILIA",,sala,2100.0,24.0,,,,aluguel
"CLN 112 Bloco D, ASA NORTE, BRASILIA",,sala,1700.0,50.0,,,,aluguel
"SHN Quadra 2, ASA NORTE, BRASILIA",,sala,1300.0,32.0,,,,aluguel
"CNA 3, TAGUATINGA NORTE, TAGUATINGA",,sala,600.0,35.0,,,,aluguel
"QND AE, TAGUATINGA NORTE, TAGUATINGA",,sala,1300.0,48.0,,,,aluguel
"CLN 103 Bloco B, ASA NORTE, BRASILIA",,sala,800.0,38.0,,,,aluguel
"SGAS 910, ASA SUL, BRASILIA",,sala,1000.0,28.0,,,,aluguel
