description,address,property_type,price,size,bedrooms,bathrooms,parking_spaces,contract_type,latitude,longitude
"QR 401 Conjunto 13, SAMAMBAIA NORTE, SAMAMBAIA",,casa,650000.0,105.0,8.0,,3.0,venda,-15.8703266,-48.0952316
"QND 17, TAGUATINGA NORTE, TAGUATINGA",,casa,1380.0,340.0,4.0,,4.0,venda,-15.8115487,-48.0629243
"Quadra 2 Conjunto B 3, SOBRADINHO, SOBRADINHO",,casa,510000.0,120.0,3.0,,1.0,venda,-15.708703,-47.91437519999999
"QC 3 Rua G, JARDINS MANGUEIRAL, BRASILIA",,casa,500000.0,70.0,2.0,,1.0,venda,-15.8965673,-47.8016538
"QN 114, SAMAMBAIA SUL, SAMAMBAIA",,casa,620000.0,112.0,4.0,,2.0,venda,-15.8695679,-48.0704933
"QE 14, GUARA I, GUARA",,casa,1260.0,300.0,4.0,,4.0,venda,-15.8229128,-47.990952
"SHIS QI 16 Conjunto 4, LAGO SUL, BRASILIA",,casa,3200.0,385.0,4.0,,4.0,venda,-15.8528589,-47.8743186
"SHA Conjunto 5 Chacará 123, ARNIQUEIRA, AGUAS CLARAS",,casa,650000.0,110.0,2.0,,4.0,venda,-15.8592922,-48.0123796
"Quadra 2, SETOR OESTE, GAMA",,casa,795000.0,525.0,5.0,,3.0,venda,-16.0053348,-48.0708164
"QN 7 Conjunto 24, RIACHO FUNDO, RIACHO FUNDO",,casa,640000.0,144.0,3.0,,2.0,venda,-15.8800904,-48.0201575
"Chacará 180, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,casa,1400.0,350.0,4.0,,,venda,-15.8229101,-48.0444172
"QN 1 Conjunto 28, RIACHO FUNDO, RIACHO FUNDO",,casa,699000.0,150.0,3.0,,2.0,venda,-15.8785314,-48.0016817
"Rua 12 Chacará 138/1, VICENTE PIRES, VICENTE PIRES",,casa,1180.0,280.0,4.0,,2.0,venda,-15.7939557,-48.0262272
"SHIN QI 2 Conjunto 9, LAGO NORTE, BRASILIA",,casa,6000.0,700.0,4.0,,,venda,-15.7252818,-47.8855098
"QNL 11 Conjunto D, TAGUATINGA NORTE, TAGUATINGA",,casa,510000.0,200.0,3.0,,4.0,venda,-15.8016557,-48.0586873
"QS 16, RIACHO FUNDO, RIACHO FUNDO",,casa,180000.0,112.0,2.0,,2.0,venda,-15.8836105,-48.01341499999999
"SMDB Conjunto 28 B, LAGO SUL, BRASILIA",,casa,10800.0,1000.0,5.0,,4.0,venda,-15.8496911,-47.819298
"AR 06 Conjunto 03, SETOR OESTE, SOBRADINHO",,casa,350000.0,182.0,4.0,,2.0,venda,-15.6424156,-47.8242607
"Rua 8 Chacará 183A, VICENTE PIRES, VICENTE PIRES",,casa,1100.0,250.0,3.0,,6.0,venda,-15.8015963,-48.0198832
"SHIGS 706 Bloco A, ASA SUL, BRASILIA",,casa,1750.0,128.0,5.0,,3.0,venda,-15.8085272,-47.9027365
"QNN 4 Conjunto L, CEILANDIA SUL, CEILANDIA",,casa,550000.0,144.0,3.0,,3.0,venda,-15.8267952,-48.10762099999999
"Cond Residencial Nova Betânia Quadra 18, RECANTO DAS EMAS, RECANTO DAS EMAS",,casa,170000.0,170.0,3.0,,3.0,venda,-15.9362265,-48.2299805
"AVENIDA BRASFRIGO, DICAL, LUZIANIA",,casa,1400.0,339.0,4.0,,10.0,venda,-16.2506453,-47.9261172
"QR 412 Conjunto 16, SAMAMBAIA NORTE, SAMAMBAIA",,casa,300000.0,112.0,3.0,,2.0,venda,-15.8577807,-48.0751442
"QE 52 Conjunto M, GUARA II, GUARA",,casa,950000.0,185.0,3.0,,2.0,venda,-15.8570515,-47.9682077
"Quadra 2 Conjunto B 3, SOBRADINHO, SOBRADINHO",,casa,950000.0,400.0,5.0,,15.0,venda,-15.708703,-47.91437519999999
"QNN 28 Área Especial D, CEILANDIA SUL, CEILANDIA",,casa,300000.0,85.0,2.0,,4.0,venda,-15.830549,-48.1100814
"EQ 5/6 Bloco J, SETOR RESIDENCIAL LESTE, PLANALTINA",,casa,370000.0,200.0,4.0,,1.0,venda,-15.6278074,-47.6474477
"Quadra Quadra 39, VALPARAISO I ETAPA B, VALPARAISO DE GOIAS",,casa,380000.0,264.0,5.0,,5.0,venda,-16.0741837,-47.9737926
"QR 315 Conjunto E, SANTA MARIA, SANTA MARIA",,casa,280000.0,150.0,4.0,,2.0,venda,-16.0114291,-47.996681
"QR 610, SAMAMBAIA NORTE, SAMAMBAIA",,casa,130000.0,112.0,3.0,,2.0,venda,-15.855418,-48.0786554
"QNP 12 Conjunto M, CEILANDIA SUL, CEILANDIA",,casa,265000.0,123.0,3.0,,2.0,venda,-15.8393809,-48.1192357
"Quadra 33, SETOR LESTE, GAMA",,casa,355000.0,275.0,3.0,,3.0,venda,-16.0175112,-48.081183
"QR 213, SAMAMBAIA NORTE, SAMAMBAIA",,casa,699999.0,378.0,4.0,,2.0,venda,-15.8768959,-48.0885104
"QNP 19 Conjunto I, CEILANDIA NORTE, CEILANDIA",,casa,380000.0,150.0,4.0,,2.0,venda,-15.80745,-48.1330337
"Quadra 1 Conjunto D, SETOR NORTE, GAMA",,casa,570000.0,144.0,3.0,,4.0,venda,-15.6739198,-48.1997494
"SHA Conjunto 4 Chacará 80, ARNIQUEIRA, AGUAS CLARAS",,casa,800000.0,820.0,3.0,,6.0,venda,-15.8551342,-48.0297622
"QSC 28, TAGUATINGA SUL, TAGUATINGA",,casa,745000.0,165.0,3.0,,3.0,venda,-15.8380367,-48.0637994
"Chacará 65B, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,casa,780000.0,380.0,5.0,,10.0,venda,-15.8078531,-48.053807
"Quadra 803 Conjunto 10, RECANTO DAS EMAS, RECANTO DAS EMAS",,casa,230000.0,150.0,3.0,,3.0,venda,-15.9237734,-48.0533608
"CSD AE, TAGUATINGA SUL, TAGUATINGA",,casa,650000.0,130.0,3.0,,3.0,venda,-15.85181,-48.04185
"Quadra 41, SETOR LESTE, GAMA",,casa,700000.0,200.0,3.0,,3.0,venda,-16.0513789,-47.9775961
"QNN 18 Conjunto C, CEILANDIA SUL, CEILANDIA",,casa,410000.0,254.0,5.0,,1.0,venda,-15.8253481,-48.1150622
"QSA 7, TAGUATINGA SUL, TAGUATINGA",,casa,850000.0,350.0,3.0,,6.0,venda,-15.8343805,-48.053683
"QNL 9 Conjunto I, TAGUATINGA NORTE, TAGUATINGA",,casa,490000.0,205.0,3.0,,4.0,venda,-15.8016557,-48.0586873
"QL 8 Conjunto D, ITAPOA II, PARANOA",,casa,155000.0,140.0,4.0,,2.0,venda,-15.7515424,-47.7710011
"QNM 23, CEILANDIA SUL, CEILANDIA",,casa,600000.0,280.0,7.0,,3.0,venda,-15.831162,-48.0933815
"SHPSQuadra 601, SETOR HABITACIONAL POR DO SOL, CEILANDIA",,casa,290000.0,207.0,4.0,,10.0,venda,-15.8591636,-48.1213444
"QR 100 Conjunto J, SANTA MARIA, SANTA MARIA",,casa,340000.0,150.0,4.0,,2.0,venda,-16.0460921,-48.0381612
"Rua 6 Chacará 250, VICENTE PIRES, VICENTE PIRES",,casa,1690.0,550.0,4.0,,8.0,venda,-15.8086773,-48.036806
"QNN 5, CEILANDIA NORTE, CEILANDIA",,casa,197000.0,250.0,6.0,,3.0,venda,-15.8102783,-48.1156812
"QNN 6 Conjunto M, CEILANDIA SUL, CEILANDIA",,casa,450000.0,100.0,3.0,,2.0,venda,-15.8299003,-48.1064517
"Alameda das Bouganvilles, JARDIM BOTANICO, BRASILIA",,casa,1890.0,320.0,4.0,,2.0,venda,-15.8794145,-47.8105738
"QE 3 Conjunto E, GUARA I, GUARA",,casa,670000.0,200.0,5.0,,2.0,venda,-15.8141709,-47.9735928
"Quadra 102 Conjunto 5, RECANTO DAS EMAS, RECANTO DAS EMAS",,casa,450000.0,130.0,2.0,,3.0,venda,-15.7081548,-47.9146971
"QR 216 Conjunto E, SANTA MARIA, SANTA MARIA",,casa,180000.0,120.0,3.0,,1.0,venda,-16.0079113,-47.9934448
"Rua 25, JARDIM CEU AZUL, VALPARAISO DE GOIAS",,casa,185000.0,60.0,2.0,,10.0,venda,-16.0574421,-47.9934699
"Quadra 34, SETOR LESTE, GAMA",,casa,550000.0,200.0,3.0,,4.0,venda,-16.0233401,-48.0537612
"QNN 4 Conjunto P, CEILANDIA SUL, CEILANDIA",,casa,365000.0,144.0,3.0,,3.0,venda,-15.8273623,-48.108462
"Rua 6 Chacará 253, VICENTE PIRES, VICENTE PIRES",,casa,750000.0,160.0,3.0,,3.0,venda,-15.8073516,-48.0395948
"Quadra 603, RECANTO DAS EMAS, RECANTO DAS EMAS",,casa,350000.0,300.0,3.0,,2.0,venda,-15.9178908,-48.0574067
"Quadra 9 Conjunto 9, VICENTE PIRES, VICENTE PIRES",,casa,1300.0,400.0,3.0,,3.0,venda,-15.708703,-47.91437519999999
"Rua 73, JARDIM DO INGA, LUZIANIA",,casa,350000.0,112.0,3.0,,2.0,venda,-16.1515791,-47.9586599
"QE 9, GUARA I, GUARA",,casa,770000.0,339.0,7.0,,2.0,venda,-15.8205339,-47.9748122
"Rua 7 Módulo 4, CONDOMINIO PRIVE LUCENA RORIZ, CEILANDIA",,casa,279000.0,450.0,7.0,,6.0,venda,-21.5804613,-45.4546111
"CND 1 Praça Bicalho, TAGUATINGA NORTE, TAGUATINGA",,casa,890000.0,230.0,5.0,,3.0,venda,-15.8091241,-48.0633856
"QNM 20 Conjunto D, CEILANDIA NORTE, CEILANDIA",,casa,350000.0,120.0,3.0,,1.0,venda,-15.8099005,-48.1060017
"Conjunto A, CONDOMINIO VALE DOS PINHEIROS, SOBRADINHO",,casa,310000.0,140.0,3.0,,3.0,venda,-15.6202637,-47.8224092
"QNN 40 Conjunto E, CEILANDIA SUL, CEILANDIA",,casa,300000.0,147.0,4.0,,4.0,venda,-15.8421538,-48.108342
"QNP 34, CEILANDIA SUL, CEILANDIA",,casa,400000.0,120.0,3.0,,2.0,venda,-15.8502817,-48.1161576
"Quadra 104 Conjunto 8, SETOR RESIDENCIAL OESTE, SAO SEBASTIAO",,casa,1490.0,301.0,3.0,,4.0,venda,-15.894441,-47.7832737
"SMPW Quadra 17 Conjunto 12, PARK WAY, BRASILIA",,casa,2590.0,600.0,5.0,,4.0,venda,-15.9340951,-47.9566461
"QC 13 Rua G, JARDINS MANGUEIRAL, BRASILIA",,casa,500000.0,107.0,2.0,,2.0,venda,-15.8965673,-47.8016538
"SHA Conjunto 4 Chacará 25, ARNIQUEIRA, AGUAS CLARAS",,casa,950000.0,340.0,3.0,,2.0,venda,-15.8606184,-47.9940711
"QE 44 Conjunto I, GUARA II, GUARA",,casa,700000.0,128.0,3.0,,1.0,venda,-15.8509469,-47.9639561
"Rua 55, CENTRO, SAO SEBASTIAO",,casa,420000.0,180.0,3.0,,2.0,venda,-15.9039421,-47.7713255
"Quadra 15, SETOR OESTE, GAMA",,casa,610000.0,270.0,3.0,,3.0,venda,-16.0082704,-48.0727329
"Residencial VITORIA Rua 1, RESIDENCIAL VITORIA, SAO SEBASTIAO",,casa,360000.0,250.0,3.0,,2.0,venda,-15.8881609,-47.7790555
"SHPS Quadra 401 Conjunto D, SETOR HABITACIONAL POR DO SOL, CEILANDIA",,casa,260000.0,200.0,2.0,,7.0,venda,-15.8591636,-48.1213444
"SHA Conjunto 2 Chacará 51A, ARNIQUEIRA, AGUAS CLARAS",,casa,300000.0,80.0,3.0,,1.0,venda,-15.8707888,-48.0014142
"Rua 3 Chacará 87, VICENTE PIRES, VICENTE PIRES",,casa,1490.0,320.0,4.0,,,venda,-15.8023551,-48.0119471
"QNP 14 Conjunto R, CEILANDIA SUL, CEILANDIA",,casa,565000.0,300.0,3.0,,,venda,-15.8444367,-48.1112844
"Rua 4 Chacará 9, VICENTE PIRES, VICENTE PIRES",,casa,950000.0,117.0,3.0,,2.0,venda,-15.8144903,-48.0236122
"Chacará 148, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,casa,1450.0,696.0,9.0,,,venda,-15.8229101,-48.0444172
"QNN 26 Conjunto D, CEILANDIA SUL, CEILANDIA",,casa,510000.0,200.0,3.0,,3.0,venda,-15.84137,-48.1036546
"QR 310 Conjunto 9, SAMAMBAIA SUL, SAMAMBAIA",,casa,338000.0,135.0,3.0,,2.0,venda,-15.8760889,-48.0715647
"Rua SUCUPIRA, PONTE ALTA, GAMA",,casa,920000.0,415.0,3.0,,6.0,venda,-15.9559877,-48.0440759
"Quadra 5, LOTEAMENTO FECHADO LE PARC, LUZIANIA",,casa,1500.0,233.0,3.0,,2.0,venda,-15.7636886,-47.9080007
"QNM 7, CEILANDIA SUL, CEILANDIA",,casa,840000.0,250.0,3.0,,2.0,venda,-15.8333998,-48.0984644
"QR 406 Conjunto 11, SAMAMBAIA NORTE, SAMAMBAIA",,casa,689000.0,140.0,3.0,,3.0,venda,-15.8631622,-48.0832226
"QR 417 Conjunto 6, SAMAMBAIA NORTE, SAMAMBAIA",,casa,320000.0,90.0,3.0,,2.0,venda,-15.867585,-48.09210720000001
"QNM 19, CEILANDIA SUL, CEILANDIA",,casa,380000.0,140.0,3.0,,2.0,venda,-15.8191594,-48.0955845
"Quadra 20, SETOR OESTE, GAMA",,casa,335000.0,275.0,3.0,,3.0,venda,-16.0221598,-48.053116
"Rua 30, VILA NOVA, SAO SEBASTIAO",,casa,190000.0,200.0,3.0,,2.0,venda,-15.9055525,-47.757807
"Rua 8 Chacará 230B, VICENTE PIRES, VICENTE PIRES",,casa,1180.0,349.0,4.0,,3.0,venda,-15.8035839,-48.0198801
"Rua 10 Chacará 96, VIAL SAO JOSE, TAGUATINGA",,casa,410000.0,100.0,2.0,,10.0,venda,-15.8155184,-48.0533501
"QNM 34 Conjunto E2, TAGUATINGA NORTE, TAGUATINGA",,casa,296999.0,110.0,3.0,,2.0,venda,-15.8094036,-48.0964274
"Quadra 6 Conjunto 21, VICENTE PIRES, VICENTE PIRES",,casa,800000.0,352.0,3.0,,4.0,venda,-15.7889932,-47.9342886
"QNG 9, TAGUATINGA NORTE, TAGUATINGA",,casa,700000.0,240.0,4.0,,1.0,venda,-15.801369,-48.06243449999999
"Rua 10 Chacará 157, VICENTE PIRES, VICENTE PIRES",,casa,1300.0,330.0,3.0,,2.0,venda,-15.79763,-48.04002
"SHIS QI 27 Conjunto 7, LAGO SUL, BRASILIA",,casa,3975.0,3700.0,3.0,,3.0,venda,-15.8354557,-47.8144189
"SMPW Quadra 23 Conjunto 1, PARK WAY, BRASILIA",,casa,1599.0,300.0,4.0,,4.0,venda,-15.90042,-47.91994
"Rua 3 Chacará 76, VICENTE PIRES, VICENTE PIRES",,casa,1200.0,425.0,5.0,,14.0,venda,-15.8023551,-48.0119471
"QR 323, SAMAMBAIA SUL, SAMAMBAIA",,casa,210000.0,128.0,2.0,,2.0,venda,-15.8968217,-48.1211774
"QR 310 Conjunto 3, SAMAMBAIA SUL, SAMAMBAIA",,casa,320000.0,120.0,3.0,,1.0,venda,-15.8757941,-48.0724786
"Quadra 28, MANSOES CAMARGO, AGUAS LINDAS DE GOIAS",,casa,349900.0,175.0,3.0,,4.0,venda,-15.769301,-48.2785894
"QNP 23 Conjunto D, CEILANDIA NORTE, CEILANDIA",,casa,215000.0,100.0,2.0,,3.0,venda,-15.8099468,-48.1397605
"Quadra 13, SETOR CENTRAL, GAMA",,casa,380000.0,100.0,2.0,,3.0,venda,-16.0194969,-48.06483679999999
"Quadra Quadra 50, PARQUE ESPLANADA III, VALPARAISO DE GOIAS",,casa,320000.0,100.0,3.0,,10.0,venda,-16.07069,-47.9723965
"Alameda Beija flores, JARDIM BOTANICO, BRASILIA",,casa,1750.0,300.0,4.0,,2.0,venda,-15.8612172,-47.8286874
"Quadra 20, PARANOA, PARANOA",,casa,360000.0,260.0,5.0,,,venda,-15.8443711,-47.8045532
"QNM 24 Conjunto H, CEILANDIA NORTE, CEILANDIA",,casa,460000.0,220.0,8.0,,3.0,venda,-15.79998,-48.1113362
"Quadra 82, PARQUE INDUSTRIAL MINGONE, LUZIANIA",,casa,160000.0,385.0,3.0,,,venda,-16.1562159,-47.9341889
"QNL 10 Bloco E, TAGUATINGA NORTE, TAGUATINGA",,casa,390000.0,90.0,3.0,,2.0,venda,-15.8016557,-48.0586873
"Quadra 4 Conjunto A, SOBRADINHO, SOBRADINHO",,casa,620000.0,140.0,5.0,,2.0,venda,-15.6526178,-47.8036902
"QE 13 Conjunto K, GUARA II, GUARA",,casa,1600.0,450.0,4.0,,4.0,venda,-15.82564,-47.97634
"Rua F, ZONA RURAL, PLANALTINA",,casa,350000.0,105.0,1.0,,5.0,venda,-15.5007676,-47.6124165
"AVENIDA DAS PALMEIRAS, PARQUE SOL NASCENTE, LUZIANIA",,casa,420000.0,600.0,4.0,,3.0,venda,-16.179673,-47.9397829
"QNG 27, TAGUATINGA NORTE, TAGUATINGA",,casa,1290.0,320.0,5.0,,3.0,venda,-15.8013396,-48.0673182
"QSC 7, TAGUATINGA SUL, TAGUATINGA",,casa,1199.0,380.0,4.0,,7.0,venda,-15.8391765,-48.0611179
"QRC 11, RESIDENCIAL SANTOS DUMONT, SANTA MARIA",,casa,850000.0,320.0,4.0,,5.0,venda,-15.9932834,-47.9967961
"Area Rural, ZONA RURAL, LUZIANIA",,casa,1800.0,450.0,4.0,,,venda,-16.2506453,-47.9261172
"Quadra 21 Conjunto E, PARANOA, PARANOA",,casa,320000.0,191.0,5.0,,2.0,venda,-15.7083183,-47.9144393
"QR 510 Conjunto 11, SAMAMBAIA SUL, SAMAMBAIA",,casa,379000.0,200.0,6.0,,2.0,venda,-15.8825261,-48.0711789
"Condomínio Quinta Snta Barbara, JARDIM BOTANICO, BRASILIA",,casa,350000.0,400.0,3.0,,2.0,venda,-15.7878241,-47.883291
"Rua 10 Chacará 173, VICENTE PIRES, VICENTE PIRES",,casa,1800.0,450.0,5.0,,6.0,venda,-15.7975477,-48.0253154
"SRES Quadra 12, VELHO, CRUZEIRO",,casa,1400.0,230.0,4.0,,3.0,venda,-15.7802061,-47.93603410000001
"Quadra 13, SETOR LESTE, GAMA",,casa,700000.0,500.0,6.0,,5.0,venda,-16.0165888,-48.0528667
"QNN 38 Conjunto B, CEILANDIA SUL, CEILANDIA",,casa,315000.0,150.0,2.0,,3.0,venda,-15.8380146,-48.1122522
"SHA Conjunto 1 Chacará 2, ARNIQUEIRA, AGUAS CLARAS",,casa,675000.0,160.0,3.0,,2.0,venda,-15.8693365,-48.0010153
"Rua 6 Chacará 238, VICENTE PIRES, VICENTE PIRES",,casa,1690.0,400.0,3.0,,4.0,venda,-15.76465,-48.0147654
"QND 41, TAGUATINGA NORTE, TAGUATINGA",,casa,820000.0,203.0,3.0,,5.0,venda,-15.8070965,-48.06015670000001
"SHCGN 710 Bloco H, ASA NORTE, BRASILIA",,casa,1690.0,230.0,4.0,,4.0,venda,-15.7597136,-47.8939093
"EPTG Chacará 70, VICENTE PIRES, VICENTE PIRES",,casa,750000.0,219.0,3.0,,4.0,venda,-15.8171859,-48.0117223
"Rua 10 Chacará 150, VICENTE PIRES, VICENTE PIRES",,casa,1549.0,400.0,4.0,,,venda,-15.796021,-48.0374327
"AVENIDA SANTA MARIA, SETOR AEROPORTO, LUZIANIA",,casa,1150.0,183.0,4.0,,2.0,venda,-16.2579924,-47.958974
"QR 1 A, CANDANGOLANDIA, CANDANGOLANDIA",,casa,820000.0,270.0,4.0,,3.0,venda,-15.8598931,-47.9541669
"Rua 1 Chacará 13A, VICENTE PIRES, VICENTE PIRES",,casa,1650.0,1010.0,2.0,,3.0,venda,-15.800392,-48.01130029999999
"QNN 22 Conjunto D, CEILANDIA SUL, CEILANDIA",,casa,450000.0,144.0,2.0,,1.0,venda,-15.833876,-48.1081546
"SHIGS 707 Bloco P, ASA SUL, BRASILIA",,casa,1400.0,119.0,3.0,,2.0,venda,-15.8095573,-47.9051938
"SANTO ANTONIO DO DESCOBERTO, SANTO ANTONIO DO DESCOBERTO, SANTO ANTONIO DO DESCOBERTO",,casa,350000.0,80.0,3.0,,4.0,venda,-15.94950329385827,-48.23444277617188
"QNM 5 Conjunto C, CEILANDIA SUL, CEILANDIA",,casa,550000.0,225.0,4.0,,3.0,venda,-15.8281354,-48.1027277
"Quadra 2 Conjunto 7, VICENTE PIRES, VICENTE PIRES",,casa,2000.0,355.0,4.0,,4.0,venda,-15.8148536,-48.0473741
"QNQ 3 Conjunto 5, CEILANDIA NORTE, CEILANDIA",,casa,180000.0,126.0,3.0,,1.0,venda,-15.8047085,-48.143259
"Quadra 3 Conjunto 24, SETOR LESTE, VILA ESTRUTURAL",,casa,250000.0,100.0,4.0,,2.0,venda,-15.7086963,-47.9143699
"Avenida Contorno Bloco 425, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,casa,520000.0,120.0,3.0,,1.0,venda,-15.8699506,-47.9631025
"QNQ 4 Conjunto 6, CEILANDIA NORTE, CEILANDIA",,casa,250000.0,110.0,4.0,,2.0,venda,-15.8052789,-48.1439825
"QR 414 Conjunto 6, SAMAMBAIA NORTE, SAMAMBAIA",,casa,310000.0,150.0,3.0,,2.0,venda,-15.8576843,-48.0722025
"QNM 7 Conjunto K, CEILANDIA SUL, CEILANDIA",,casa,530000.0,250.0,5.0,,5.0,venda,-15.831812,-48.0980353
"QNA 15, TAGUATINGA NORTE, TAGUATINGA",,casa,1190.0,310.0,4.0,,4.0,venda,-15.8290584,-48.0532765
"QNQ 4 Conjunto 8, CEILANDIA NORTE, CEILANDIA",,casa,265000.0,144.0,5.0,,3.0,venda,-15.8051898,-48.11841949999999
"QR 406 Conjunto 5, SAMAMBAIA NORTE, SAMAMBAIA",,casa,335000.0,112.0,2.0,,2.0,venda,-15.8639738,-48.0821985
"Quadra 4 Conjunto D, CONDOMÍNIO IMPÉRIO DOS NOBRES, SOBRADINHO",,casa,1200.0,280.0,5.0,,2.0,venda,-15.6740724,-47.8229458
"Córrego do Torto Trecho 2, LAGO NORTE, BRASILIA",,casa,2500.0,2500.0,3.0,,4.0,venda,-15.7172943,-47.8730238
"QNN 24 Conjunto I, CEILANDIA SUL, CEILANDIA",,casa,550000.0,250.0,6.0,,3.0,venda,-15.8368608,-48.1076894
"QN 501 Conjunto 16, SAMAMBAIA SUL, SAMAMBAIA",,casa,230000.0,128.0,3.0,,2.0,venda,-15.8848909,-48.0885726
"SHA Conjunto 5 Chacará 38, ARNIQUEIRA, AGUAS CLARAS",,casa,690000.0,160.0,2.0,,4.0,venda,-15.8210155,-48.0275564
"QN 508 Conjunto 2, SAMAMBAIA SUL, SAMAMBAIA",,casa,450000.0,132.0,3.0,,3.0,venda,-15.8799874,-48.0737884
"SMPW Quadra 10 Conjunto 1, PARK WAY, BRASILIA",,casa,2200.0,840.0,4.0,,4.0,venda,-15.9053841,-47.97375599999999
"Quadra C, GRANJA DO TORTO, BRASILIA",,casa,1200.0,198.0,3.0,,3.0,venda,-15.708741,-47.9148417
"Rua ANTONIO RODRIGUES, PARQUE ESTRELA DALVA II, LUZIANIA",,casa,240000.0,102.0,3.0,,1.0,venda,-16.2516049,-47.9038845
"QMS 39A, SETOR DE MANSOES DE SOBRADINHO, SOBRADINHO",,casa,450000.0,200.0,3.0,,2.0,venda,-15.6317665,-47.8327563
"Quadra 9, SETOR OESTE, GAMA",,casa,390000.0,275.0,3.0,,3.0,venda,-15.7955551,-47.8931645
"QR 414 Conjunto 1, SAMAMBAIA NORTE, SAMAMBAIA",,casa,359000.0,112.0,3.0,,2.0,venda,-15.8579889,-48.070943
"QND 17, TAGUATINGA NORTE, TAGUATINGA",,casa,750000.0,400.0,4.0,,,venda,-15.8115487,-48.0629243
"QR 106 Conjunto 3, SAMAMBAIA SUL, SAMAMBAIA",,casa,329900.0,105.0,3.0,,3.0,venda,-15.8721438,-48.0793225
"Rua 38, SETOR TRADICIONAL, SAO SEBASTIAO",,casa,285000.0,168.0,4.0,,2.0,venda,-15.8992115,-47.7724917
"SMDB Conjunto 12 Bloco A, LAGO SUL, BRASILIA",,casa,12800.0,12000.0,8.0,,6.0,venda,-15.8618351,-47.8346572
"Quadra 4 Conjunto H, SETOR SUL, GAMA",,casa,380000.0,200.0,3.0,,8.0,venda,-15.8513115,-47.9467789
"QR 404 Conjunto 11, SAMAMBAIA NORTE, SAMAMBAIA",,casa,320000.0,150.0,4.0,,3.0,venda,-15.8647222,-48.0851062
"SHIS QI 28 Conjunto 8, LAGO SUL, BRASILIA",,casa,3630.0,600.0,5.0,,4.0,venda,-15.8119985,-47.8140718
"Rua DAS FIGUEIRAS, PONTE ALTA, GAMA",,casa,1315.0,800.0,3.0,,,venda,-15.9606642,-48.0331377
"QNL 16 Conjunto A, TAGUATINGA NORTE, TAGUATINGA",,casa,240000.0,127.0,3.0,,2.0,venda,-15.8016557,-48.0586873
"QR 213, SAMAMBAIA NORTE, SAMAMBAIA",,casa,89900.0,139.0,2.0,,1.0,venda,-15.8768959,-48.0885104
"Quadra 801 Conjunto 20, RECANTO DAS EMAS, RECANTO DAS EMAS",,casa,450000.0,192.0,4.0,,3.0,venda,-15.9201225,-48.052113
"Quadra 6, VILA SAO JOSE, SAO SEBASTIAO",,casa,540000.0,200.0,5.0,,2.0,venda,-15.9107043,-47.7602801
"SHA Conjunto 5 Chacará 11, ARNIQUEIRA, AGUAS CLARAS",,casa,1190.0,200.0,3.0,,2.0,venda,-15.8592922,-48.0123796
"Quadra 4 Conjunto A, SOBRADINHO, SOBRADINHO",,casa,759000.0,450.0,4.0,,4.0,venda,-15.6526178,-47.8036902
"QNP 28 Conjunto I, CEILANDIA SUL, CEILANDIA",,casa,109000.0,115.0,3.0,,2.0,venda,-15.8333512,-48.1032767
"SHIS QL 28 Conjunto 3, LAGO SUL, BRASILIA",,casa,3000.0,776.0,4.0,,4.0,venda,-15.8150266,-47.8162201
"QR 315 Conjunto 2, SAMAMBAIA SUL, SAMAMBAIA",,casa,350000.0,136.0,4.0,,3.0,venda,-15.8902631,-48.1079713
"SHIS QI 9 Conjunto 17, LAGO SUL, BRASILIA",,casa,11500.0,900.0,5.0,,6.0,venda,-15.8320003,-47.877141
"QNG 37, TAGUATINGA NORTE, TAGUATINGA",,casa,580000.0,340.0,4.0,,4.0,venda,-15.7976104,-48.0683735
"Rua 8 Chacará 223, VICENTE PIRES, VICENTE PIRES",,casa,1290.0,800.0,3.0,,,venda,-15.8028344,-48.0468532
"QND 48, TAGUATINGA NORTE, TAGUATINGA",,casa,680000.0,239.0,3.0,,4.0,venda,-15.804579,-48.0661739
"Quadra 14, SETOR LESTE, GAMA",,casa,350000.0,275.0,3.0,,4.0,venda,-16.0233401,-48.0537612
"AVENIDA PARQUE AGUAS CLARAS, SUL, AGUAS CLARAS",,casa,700000.0,164.0,3.0,,5.0,venda,-15.8353204,-48.0258896
"QNN 24 Conjunto F, CEILANDIA SUL, CEILANDIA",,casa,430000.0,288.0,5.0,,3.0,venda,-15.8385623,-48.1051656
"Rua 8 Chacará 214, VICENTE PIRES, VICENTE PIRES",,casa,1300.0,280.0,4.0,,3.0,venda,-15.8028344,-48.0468532
"Avenida Central Bloco 1625, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,casa,650000.0,120.0,4.0,,2.0,venda,-15.8746437,-47.9774374
"Quadra 8 Lote A, JARDIM BOTANICO, BRASILIA",,casa,2650.0,550.0,5.0,,4.0,venda,-15.708703,-47.91437519999999
"QSA 16, TAGUATINGA SUL, TAGUATINGA",,casa,940000.0,310.0,4.0,,4.0,venda,-15.8385111,-48.0503596
"QR 410 Conjunto 10, SAMAMBAIA NORTE, SAMAMBAIA",,casa,350000.0,126.0,4.0,,3.0,venda,-15.8599918,-48.0783174
